CODE_ISO;AREA_HA;X_MIN;X_MAX;Y_MIN;Y_MAX;X_CNTR;Y_CNTR;Z_MIN;Z_MAX;Z_AVG;Z_MED;E_MIN;E_MAX;N_MIN;N_MAX;E_CNTR;N_CNTR
CH;4129080;485410;833842;75268;295934;660100;183600;193;4632;1306;1080;2485410;2833842;1075268;1295934;2660100;1183600
